id,managementId,name,prefecture,address,phone,permitType,permitDate,permitExpiry,receiveCountries,jobCodes,kaigoSupport,migrationStatus,statusConfirmedAt,statusNote,isVerified,verifiedAt,createdAt,updatedAt,nameKana,city,offices,verifiedNote,hasPenalty,penaltyDetail,penaltySource,sourceDate
1701,I-1701,岡山県南部アパレル協同組合,岡山県,岡山県井原市井原町200-1,869640376,general,2018-01-31,2030-01-30,バングラデシュ、中国、ミャンマー、ベトナム,"[""5-6""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,井原市,,,0,,,
1702,I-1702,岡山県輸出縫製品工業協同組合,岡山県,岡山県倉敷市児島下の町9-3-31,864723692,general,2017-12-01,2029-11-30,バングラデシュ、中国、ネパール、ベトナム,"[""5-6"", ""5-7"", ""5-8"", ""5-9""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1703,I-1703,岡山国際交流事業協同組合,岡山県,岡山県総社市駅前1-3-36,866900808,general,2018-04-27,2030-04-26,中国、ベトナム,"[""1-2"", ""4-3"", ""5-12"", ""6-4"", ""7-8"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,総社市,,,0,,,
1704,I-1704,岡山繊維振興協同組合,岡山県,岡山県笠岡市大島中8318,865675020,general,2017-12-20,2029-12-19,中国、ベトナム,"[""5-6"", ""5-7"", ""5-8"", ""7-1""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,笠岡市,,,0,,,
1705,I-1705,協同組合アーバンプランニング,岡山県,岡山県岡山市北区問屋町27-106,862447702,general,2018-04-27,2030-04-26,中国、インドネシア、スリランカ、ミャンマー、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""1-3"", ""3-1"", ""3-2"", ""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-15"", ""3-16"", ""3-18"", ""3-21"", ""4-2"", ""4-3"", ""4-4"", ""4-7"", ""4-8"", ""4-9"", ""5-6"", ""5-11"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-10"", ""6-11"", ""6-12"", ""6-14"", ""7-1"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-12"", ""7-16"", ""7-21""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1706,I-1706,協同組合朝日,岡山県,岡山県岡山市南区当新田484-2,862393350,general,2020-02-27,2032-02-26,中国、インドネシア、カンボジア、ミャンマー、ネパール、ベトナム,"[""1-2"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-21"", ""3-22"", ""4-4"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""5-6"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-12"", ""6-13"", ""6-14"", ""7-1"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-12"", ""7-17"", ""7-19"", ""7-21""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市南区,,,0,,,
1707,I-1707,協同組合アシスト・ビズ,岡山県,岡山県岡山市北区楢津709-1,862848554,general,2018-05-31,2030-05-30,中国、インドネシア、インド、カンボジア、ミャンマー、フィリピン、タイ、ベトナム,"[""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-13"", ""3-17"", ""3-18"", ""3-19"", ""3-21"", ""4-1"", ""4-3"", ""4-4"", ""4-7"", ""4-8"", ""4-9"", ""6-3"", ""6-4"", ""6-6"", ""6-7"", ""6-8"", ""6-12"", ""6-14"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-13"", ""7-19""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1708,I-1708,協同組合岡山県金属プレス工業会,岡山県,岡山県総社市井尻野133-1,866938461,general,2018-12-10,2030-12-09,中国、インドネシア,"[""6-4"", ""6-5"", ""6-8"", ""6-10"", ""6-12"", ""7-6"", ""7-7""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,総社市,,,0,,,
1709,I-1709,協同組合華山,岡山県,岡山県倉敷市玉島黒崎新町16-21,866975882,general,2020-02-27,2032-02-26,中国、インドネシア、カンボジア、ミャンマー、フィリピン、ベトナム,"[""4-4"", ""4-9"", ""4-11"", ""5-6"", ""5-7"", ""7-13"", ""7-14""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1710,I-1710,協同組合きずな,岡山県,岡山県倉敷市茶屋町1527-1 サンシャインミサワ101,864544158,general,2019-05-15,2031-05-14,中国、インドネシア、ベトナム,"[""1-1"", ""5-4"", ""5-5"", ""5-6"", ""5-7"", ""5-8"", ""5-11"", ""5-12"", ""6-4"", ""6-5"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""7-4"", ""7-5"", ""7-6"", ""7-8""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1711,I-1711,協同組合国際ビジネスサポート,岡山県,岡山県岡山市北区御津金川290-1,867245035,general,2018-12-25,2030-12-24,インドネシア、カンボジア、ミャンマー、フィリピン、ベトナム,"[""1-1"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""4-9"", ""4-11"", ""5-3"", ""5-6"", ""5-9"", ""5-11"", ""6-1"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-10"", ""6-12"", ""6-13"", ""7-1"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-13"", ""7-15""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1712,I-1712,協同組合コスモス,岡山県,岡山県津山市南方中1699-3,868572515,general,2018-03-27,2030-03-26,インドネシア、ベトナム,"[""1-2"", ""4-2"", ""5-11"", ""7-7""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,津山市,,,0,,,
1713,I-1713,協同組合コラボジャパン,岡山県,岡山県赤磐市桜が丘西1-17-3,869565556,general,2018-01-09,2030-01-08,バングラデシュ、インドネシア、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""2-2"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-1"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-12"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,赤磐市,,,0,,,
1714,I-1714,協同組合style association,岡山県,岡山県倉敷市鶴の浦3-2-1,864544884,general,2020-03-25,2032-03-24,インドネシア、カンボジア、ミャンマー、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""1-3"", ""2-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-20"", ""3-21"", ""4-3"", ""4-4"", ""4-9"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""7-1"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-21""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1715,I-1715,協同組合中央管理システム,岡山県,岡山県倉敷市庄新町6 1-3,864368600,general,2018-12-10,2030-12-09,中国、インドネシア、ベトナム,"[""1-1"", ""1-2"", ""3-7"", ""3-12"", ""6-1"", ""6-3"", ""6-4"", ""6-10"", ""6-13"", ""7-2"", ""7-3"", ""7-4"", ""7-7"", ""7-8""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1716,I-1716,協同組合日越交流センター,岡山県,岡山県瀬戸内市邑久町本庄2090-4,869247345,general,2018-01-09,2030-01-08,インドネシア、カンボジア、ミャンマー、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""2-2"", ""3-6"", ""3-7"", ""3-8"", ""3-13"", ""3-21"", ""4-2"", ""4-3"", ""4-4"", ""4-6"", ""4-8"", ""4-9"", ""5-3"", ""5-9"", ""5-11"", ""5-13"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""7-1"", ""7-3"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-13"", ""7-19""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,瀬戸内市,,,0,,,
1717,I-1717,協同組合ニュートラルプラン,岡山県,岡山県岡山市北区清輝橋3-2-22 晴オフィス202,862072760,general,2022-10-21,2027-10-20,中国、インドネシア、ミャンマー、ネパール、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""2-2"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-20"", ""3-21"", ""3-22"", ""4-3"", ""4-4"", ""4-5"", ""4-9"", ""5-6"", ""6-2"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""7-1"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-11"", ""7-12"", ""7-13"", ""7-21""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1718,I-1718,グローバルウェイ協同組合,岡山県,岡山県岡山市北区野田屋町1-7-17 野田屋町JNビル4F 402,868019688,general,2020-01-28,2032-01-27,インドネシア、カンボジア、ネパール、フィリピン、タイ、ベトナム,"[""1-1"", ""4-9"", ""6-1"", ""6-2"", ""6-4"", ""6-5"", ""6-7"", ""6-10"", ""6-13"", ""6-14"", ""7-1"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-12"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1719,I-1719,グローバル協同組合,岡山県,岡山県岡山市北区東島田町2-7-20 ダイアパレス509,868975416,general,2018-10-31,2030-10-30,インドネシア、ミャンマー、フィリピン、タイ、ベトナム,"[""1-1"", ""3-3"", ""3-5"", ""3-8"", ""3-13"", ""3-15"", ""3-16"", ""3-17"", ""3-21"", ""4-1"", ""4-3"", ""4-4"", ""4-7"", ""4-8"", ""4-9"", ""5-6"", ""5-7"", ""5-8"", ""6-4"", ""6-5"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-12"", ""7-13"", ""7-14""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1720,I-1720,経済流通サービス協同組合,岡山県,岡山県岡山市北区桑田町7-22 コウザイ第2ビル2F,862271900,general,2017-11-01,2029-10-31,バングラデシュ、中国、インドネシア、カンボジア、ラオス、スリランカ、ミャンマー、モンゴル、ネパール、フィリピン、タイ、ベトナム,"[""1-1"", ""1-2"", ""3-1"", ""3-2"", ""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-15"", ""3-17"", ""3-21"", ""4-2"", ""4-3"", ""4-4"", ""4-6"", ""4-8"", ""4-9"", ""5-2"", ""5-6"", ""5-11"", ""6-1"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-11"", ""7-13"", ""7-17"", ""7-19"", ""7-21""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1721,I-1721,建農西日本協同組合,岡山県,岡山県倉敷市真備町尾崎4-5,866970007,general,2020-12-18,2032-12-17,中国、カンボジア、フィリピン、ベトナム,"[""1-1"", ""3-5"", ""3-6"", ""3-7"", ""3-10"", ""3-13"", ""7-6"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1722,I-1722,建備建設事業協同組合,岡山県,岡山県岡山市中区長岡99-1,862085771,general,2019-10-10,2031-10-09,中国、インドネシア、ベトナム,"[""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""6-6"", ""7-6""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市中区,,,0,,,
1723,I-1723,高度産業技術振興協同組合,岡山県,岡山県岡山市中区原尾島3-9-28-8,867374552,general,2020-10-09,2032-10-08,バングラデシュ、中国、ベトナム,"[""3-21"", ""5-6"", ""7-4"", ""7-7""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市中区,,,0,,,
1724,I-1724,さくら協同組合,岡山県,岡山県浅口市鴨方町深田2767-1 リバーサイド21-201,865459001,general,2017-12-01,2029-11-30,中国、ミャンマー、ベトナム,"[""1-1"", ""3-5"", ""3-8"", ""4-8"", ""5-6"", ""5-9"", ""7-4"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,浅口市,,,0,,,
1725,I-1725,山陽アンビシャス協同組合,岡山県,岡山県倉敷市福島776-8,864220101,general,2018-01-09,2030-01-08,バングラデシュ、中国、インドネシア、ベトナム,"[""1-1"", ""1-2"", ""3-3"", ""3-6"", ""3-7"", ""3-8"", ""3-11"", ""3-15"", ""4-9"", ""4-10"", ""5-3"", ""5-4"", ""5-6"", ""5-11"", ""5-13"", ""6-4"", ""6-12"", ""6-14"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-13"", ""7-16""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1726,I-1726,JIM事業協同組合,岡山県,岡山県倉敷市児島上の町1-9-11,864737822,general,2019-03-29,2031-03-28,インドネシア,"[""5-6""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1727,I-1727,ジェックス事業協同組合,岡山県,岡山県岡山市北区清輝本町8-14,862300307,general,2025-09-09,2030-09-08,インドネシア、ベトナム,"[""4-9"", ""4-11"", ""6-12"", ""7-12"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1728,I-1728,情報クリエート協同組合,岡山県,岡山県岡山市北区奥田2-2-2,868019355,general,2023-05-22,2028-05-21,中国、ミャンマー、タイ、ベトナム,"[""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-15"", ""3-16"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-10"", ""6-12"", ""6-13"", ""6-14"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-13"", ""7-14"", ""7-16""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1729,I-1729,情報ハイウェイ協同組合,岡山県,岡山県津山市神戸475-1,868353480,general,2018-01-22,2028-01-21,中国、インドネシア、カンボジア、ミャンマー、フィリピン、タイ、ベトナム,"[""1-1"", ""1-2"", ""2-2"", ""3-2"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-15"", ""3-16"", ""3-17"", ""3-21"", ""3-22"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""4-11"", ""5-6"", ""5-9"", ""5-11"", ""5-12"", ""6-1"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-11"", ""7-12"", ""7-13"", ""7-14"", ""7-15"", ""7-16""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,津山市,,,0,,,
1730,I-1730,食の安全総合マネジメント協同組合,岡山県,岡山県岡山市南区藤田425-173,862590373,general,2017-12-01,2029-11-30,中国、インドネシア、ミャンマー、フィリピン、タイ,"[""1-1"", ""1-2"", ""2-2"", ""3-2"", ""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-10"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-17"", ""3-21"", ""4-3"", ""4-5"", ""4-6"", ""4-7"", ""4-9"", ""4-10"", ""6-4"", ""6-10"", ""6-11"", ""7-1"", ""7-3"", ""7-4"", ""7-6"", ""7-7"", ""7-11"", ""7-12"", ""7-14"", ""7-16""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市南区,,,0,,,
1731,I-1731,TAIKAI・ASIA友好協同組合,岡山県,岡山県倉敷市西岡1645-5,864212478,general,2018-01-22,2030-01-21,ベトナム,"[""1-1"", ""1-2"", ""3-5"", ""3-7"", ""3-8"", ""3-11"", ""3-12"", ""3-13"", ""3-15"", ""3-21"", ""4-3"", ""4-4"", ""4-6"", ""4-7"", ""4-9"", ""5-6"", ""5-10"", ""5-11"", ""6-1"", ""6-5"", ""6-12"", ""7-4"", ""7-6"", ""7-11"", ""7-19""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1732,I-1732,中小企業コラボ協同組合,岡山県,岡山県岡山市北区横井上1686-26,862065199,general,2022-10-21,2027-10-20,ミャンマー、フィリピン,"[""3-2"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-17"", ""3-21"", ""4-9"", ""6-4"", ""6-6"", ""6-10"", ""6-11"", ""7-1"", ""7-4"", ""7-6"", ""7-7"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1733,I-1733,中邦地方酪農事業協同組合,岡山県,岡山県笠岡市十一番町4-9,865630207,general,2018-01-22,2030-01-21,フィリピン、タイ、ベトナム,"[""1-1"", ""1-2""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,笠岡市,,,0,,,
1734,I-1734,テクノメイト協同組合,岡山県,岡山県岡山市東区西大寺上2-9-29 明光マンションC-1,869432106,general,2017-12-20,2029-12-19,バングラデシュ、中国、インドネシア、カンボジア、ミャンマー、ベトナム,"[""2-2"", ""3-9"", ""3-12"", ""3-13"", ""5-6"", ""5-7"", ""5-9"", ""5-11"", ""5-12"", ""6-4"", ""6-6"", ""6-11"", ""6-14"", ""7-6"", ""7-7"", ""7-8""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市東区,,,0,,,
1735,I-1735,テック協同組合,岡山県,岡山県倉敷市西阿知町387-20,864862151,general,2017-12-20,2029-12-19,バングラデシュ、中国、インドネシア、ラオス、ベトナム,"[""1-1"", ""1-2"", ""2-2"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-13"", ""3-14"", ""3-15"", ""3-18"", ""3-20"", ""3-21"", ""4-3"", ""4-4"", ""4-6"", ""4-8"", ""4-9"", ""5-1"", ""5-2"", ""6-4"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""7-1"", ""7-2"", ""7-4"", ""7-5"", ""7-6"", ""7-7""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1736,I-1736,テックス国際交流協同組合,岡山県,岡山県岡山市東区金岡西町801-1-405,869423975,general,2017-12-20,2029-12-19,バングラデシュ、中国、インドネシア、ミャンマー、ネパール、ベトナム,"[""3-15"", ""5-6"", ""5-7"", ""5-12"", ""7-3""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市東区,,,0,,,
1737,I-1737,東高アライアンス協同組合,岡山県,岡山県岡山市北区今8-2-16,862436796,general,2017-11-01,2029-10-31,中国、インドネシア、ミャンマー、ベトナム,"[""1-1"", ""1-2"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""4-10"", ""4-11"", ""5-1"", ""5-2"", ""5-3"", ""5-4"", ""5-5"", ""5-6"", ""5-7"", ""5-8"", ""5-9"", ""5-10"", ""5-11"", ""5-12"", ""5-13"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-12"", ""7-14"", ""7-15"", ""7-16"", ""7-19""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1738,I-1738,東方国際協同組合,岡山県,岡山県倉敷市玉島黒崎5516,864548648,general,2021-12-21,2026-12-20,中国、インドネシア、ミャンマー、ベトナム,"[""1-1"", ""1-2"", ""3-8"", ""3-13"", ""3-15"", ""3-21"", ""4-9"", ""5-6"", ""5-7"", ""6-4"", ""6-11"", ""7-6"", ""7-7"", ""7-8"", ""7-12"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,倉敷市,,,0,,,
1739,I-1739,トンボ国際交流事業協同組合,岡山県,岡山県玉野市八浜町大崎1304,863511548,general,2018-10-31,2030-10-30,中国、カンボジア、ベトナム,"[""5-6""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,玉野市,,,0,,,
1740,I-1740,西日本流通サービス協同組合,岡山県,岡山県総社市駅前1-3-6,866941561,general,2018-02-15,2030-02-14,中国、インドネシア、カンボジア、ミャンマー、タイ、ベトナム,"[""1-1"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-15"", ""3-16"", ""3-17"", ""3-21"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""5-11"", ""6-1"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-12"", ""6-13"", ""7-2"", ""7-3"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-15""]",0,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,総社市,,,0,,,
1741,I-1741,日本・アジア経済交流協同組合,岡山県,岡山県岡山市北区野田屋町2-6-22 福中ビル第2 5F A,862011706,general,2019-12-25,2031-12-24,中国、インドネシア、カンボジア、ミャンマー、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""5-1"", ""5-2"", ""5-3"", ""5-4"", ""5-5"", ""5-6"", ""5-7"", ""5-8"", ""5-9"", ""5-10"", ""5-11"", ""5-12"", ""5-13"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-2"", ""7-3"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-11"", ""7-12"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1742,I-1742,日本企業振興協同組合,岡山県,岡山県岡山市北区南方3-9-19,862121160,general,2017-12-20,2029-12-19,中国、インドネシア、カンボジア、ミャンマー、ネパール、フィリピン、ベトナム,"[""1-1"", ""1-3"", ""2-2"", ""3-1"", ""3-2"", ""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-10"", ""3-11"", ""3-13"", ""3-15"", ""3-18"", ""3-21"", ""4-3"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""5-3"", ""5-6"", ""5-9"", ""6-2"", ""6-4"", ""6-7"", ""6-10"", ""6-11"", ""6-12"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-13"", ""7-15""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市北区,,,0,,,
1743,I-1743,ネクサス協同組合,岡山県,岡山県岡山市南区郡2980-43,862307867,general,2023-07-25,2028-07-24,中国、インドネシア、ミャンマー、フィリピン、ベトナム,"[""3-5"", ""3-6"", ""3-7"", ""3-8"", ""4-3"", ""4-7"", ""4-9"", ""6-4"", ""7-6"", ""7-7"", ""7-11"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:28,2026-07-31 04:41:08,,岡山市南区,,,0,,,
